PAFAH1B3	PAFAH1B1
PLA2G16	HRAS
VASP	PCARE
CCDC112	LURAP1
NME4	CYCS
GMDS	TNKS
SPG7	NDUFB9
COPS4	COPS5
EIF4E2	RAB3IP
NDUFA5	WDR26
RABL2B	IDI2
ISG15	USP18
CHIC2	UBE2N
SNAP25	STXBP1
THG1L	THG1L
QARS	OFD1
RADIL	MRFAP1L1
TPM1	FIG4
TXNL4A	LZTS2
PBXIP1	MDM2
HACL1	PLXDC2
GSE1	TEKT4
GLUL	DMXL2
LRRC41	MYO9B
SHC1	AP1B1
APIP	DSG4
TNNI1	TPM2
HOOK1	TRIP11
RFX2	C1orf94
MPP1	HTT
TUBGCP4	LGALS3BP
RAMAC	EXOC7
CKB	CKM
DCUN1D1	UBE2M
PMM1	DUSP14
HOMER1	KIF5B
VPS72	MED1
DGCR6L	RIMBP3
DUSP6	MGARP
NMI	TARSL2
FBF1	SPTBN5
RBM7	SF3B1
FZD7	RSPO2
UBB	DAZAP2
ZNF821	LURAP1
CDC23	TSR2
MTMR9	CLU
EIF4EBP3	EIF4E
VIL1	CHM
SPEF1	KRT40
RPS26	TMED2
NONO	CST6
KLHL2	RNPS1
CSTF2T	P3H1
MTF1	CREBBP
ZMYND10	KRTAP10-3
CTNNBIP1	CTNNA1
IFT27	LCA5
WDR5	HDAC2
SS18L1	SNRPB
COL4A3BP	TRAF7
CCDC33	UBE2O
RALYL	PRKRA
KRT6A	KRT40
ZNF426	TSGA10
COL8A1	KRTAP26-1
DTX2	RIMBP3
DTX2	RIMBP3
PRPSAP1	IVNS1ABP
APPL2	APPL1
FAM189A2	TBC1D15
OGDH	SUCLG2
GPBP1L1	EIF3M
FBP1	FBP1
TAP1	TDP2
TAP1	TDP2
TAP1	TDP2
TAP1	TDP2
TAP1	TDP2
TAP1	TDP2
TAP1	TDP2
TAP1	TDP2
AMOTL2	LATS2
PAX6	MID1
SNAP29	STX18
NBPF3	NBPF1
PFKL	TFR2
ACTL6A	CCT6A
ZNF205	CALCOCO2
TREX1	ACTA2
MRI1	GAS1
ZC3H10	PRR20A
PHC1	TRPM3
HHEX	KRTAP10-3
GABARAPL2	TBC1D25
PLK4	SYNPO2
USO1	RBL2
GINS2	GINS4
IL36RN	HNRNPLL
CALML3	C11orf65
SIX1	MYH7
C20orf27	RALYL
FLAD1	PFAS
AIMP2	AIMP1
RHOC	CTSA
ELF5	NRIP2
ZNF638	INPP5E
GTPBP3	GTPBP3
CDC25A	YWHAZ
SNF8	BST1
RPS14	RPL4
TEAD4	SNX6
CDC42EP3	CDC42
RTN3	ZNF391
GRN	AHCYL2
LNX1	NXF2B
TANK	PBXIP1
APEX2	CTU2
FTH1	GM2A
NCK2	YLPM1
ABI2	ABL1
UBE2D4	F3
CEP72	CHAF1B
CEP72	CHAF1B
EIF4A3	CASC3
KRT17	TRIM69
TPM3	SPAG9
TNIP1	POTEF
FASTK	RBPMS
AEBP2	ATXN3
ZFP36	PAN2
CXADR	CXADR
DYNC1I1	MGA
CHMP4A	SYT17
DPPA2	EIF1AD
ZC4H2	HOOK3
EIF3H	PSMD12
SELENBP1	HOOK1
GSTZ1	PRDX6
JUNB	COPS7B
IFFO1	UHRF1BP1L
PIH1D1	RUVBL2
CRX	C9orf72
PKN1	HOMER3
NME7	TCHP
HPRT1	PRTFDC1
ZFHX3	KRT40
MOB1A	LATS2
KLF6	SP1
FHL3	SLIRP
ZBTB25	KCTD1
PITX1	FOXO1
CETP	PRKACG
STMN2	FANCC
NME3	PEX14
BBS2	BBS4
CRK	RET
ACTN4	NFYA
ACTN4	NFYA
CSNK1G2	NISCH
TRIM21	SQSTM1
HOMER3	TP53
EIF4H	RAVER1
DOCK10	HAL
CCT3	PDCL3
CD99	SGTA
NAGK	PPIL4
CALM2	USP6
SERTAD1	P4HA3
SERTAD3	FBXO44
CBFA2T2	PRDM6
DNPH1	DNPH1
IGLC1	UBQLN1
PSMC5	KIF3B
SMAD4	TRIM33
EEF1D	MAP1B
EEF1D	MAP1B
CCND2	CDK5
SEC24D	SH3KBP1
DDX39A	TUBB3
MAP3K7CL	TAB3
SCAND1	ZKSCAN4
GCSH	PSMB5
AKR7A2	PSMC1
SRSF4	TICAM1
LIN37	RBBP4
POLR2L	COIL
MORF4L1	RUVBL2
PARP11	RNF114
AKR7A3	GNB2
BUB1	HSF1
DRG1	PRCC
CCNDBP1	MAN1B1
ADAM15	BANP
ZNF232	USP48
AL139020.1	TXLNA
VPS33B	VIPAS39
MAPRE2	TCTEX1D2
DYNLT3	TCTEX1D2
PTS	PTS
PUF60	MED28
PUF60	MED28
MED28	SPERT
ARL6IP1	ACSF2
EFS	IWS1
ZNF408	DAP3
PRPS1	EML4
BET1	TGS1
UTP6	UTP18
CEACAM5	EWSR1
PITPNC1	CMTM5
CCDC87	USHBP1
CCDC185	LINGO1
KIAA1217	NARS
HPCAL1	NOTCH2NLA
DNMT3L	DNMT3B
CSNK1E	FAM83H
EEF1B2	TPT1
EEF1B2	TPT1
EPB41L3	SPTA1
GPX7	ZC3HAV1L
RPE	CLU
CDC42EP1	RHOJ
DYRK2	KIF3B
NADSYN1	MYO15B
BNIP3	TMEM11
SNAPC5	NMI
MAGEA12	C16orf87
RWDD1	DRG1
SF3A3	SND1
NCALD	C1QTNF2
PLSCR4	ALG13
STAM2	UBC
NAPA	TRMT6
RAI2	SGTB
DBF4B	EVA1C
ELAVL3	PEX14
NRBP1	TSC22D4
GNG11	PDCL
SLC22A6	NEDD4
ELAVL4	IGF2BP1
CTH	GAPDHS
HMG20B	HDAC2
RPL23	RPSA
STK25	PBX2
TRIM2	TRIM3
STAC3	GTF2F1
LZTS2	ZNF324
ZNF471	GOLGA8F
ZCCHC10	ZBTB8A
CKS2	CCNE1
GBP5	EPHA4
MLLT3	AFF4
ZBTB5	ZBTB7B
RUVBL2	TRRAP
PSMD2	RAD23B
NPDC1	HIST1H1T
CLK2	CLK2
CLK2	CLK2
CDKN2D	C1orf94
NXT1	NXF3
GALE	WDR1
SORD	SORD
SPATA2	RNF31
MALL	LDLRAD1
AP5B1	KCNRG
TPRKB	TP53RK
SSBP2	ARHGEF10
ASL	WDYHV1
SERPINI2	BAG6
XAGE2	CBX5
TSC22D3	AGAP3
IFIT3	TPM3
RGS2	TAF2
AC027644.4	PKN3
RABGEF1	PKN3
DR1	YEATS2
STX5	RBM26
PCYT2	INPPL1
E4F1	MOV10
AHSP	ZC3H12A
CPLANE2	INTU
FAM160A2	REEP6
RXRB	TXLNA
RXRB	TXLNA
RXRB	TXLNA
RXRB	TXLNA
RXRB	TXLNA
RXRB	TXLNA
HCLS1	SNX5
SIGLEC5	UFSP2
SLC25A10	PRR4
METTL1	WDR4
GJA5	PSMD2
CRYBA2	TRIP13
SULT2B1	ALS2CR12
SRI	TKT
ASPA	PGK2
SMCP	KRTAP4-11
ZBTB32	PRDM1
CPSF4	CSTF2
EIF3F	TUBB3
EIF3F	TUBB3
SH3GLB2	RHOA
NOC4L	RPS7
SLU7	MED1
DRG2	HSPA8
MTMR8	CDK4
PPP3CA	PPP3R1
DDX19A	NUP62
IPO11	STOM
PRMT2	SALL2
CIRBP	MALSU1
ZFP64	TRIM41
PPIE	SNW1
ALX1	SRA1
DPPA4	NCCRP1
STAT1	STAT4
BSG	PRPF8
AKIRIN2	PPID
UBAC1	BCAP31
KLRG1	SYNE4
DPY30	ASH2L
GALT	TNK2
ZNF655	MAGEA2B
UBE2D3	F3
ASS1	SIRT3
RAP2B	RIN1
PSMD4	NUB1
HSPA13	B4GALT5
NAA10	NCBP1
BAG3	HSF1
UBE2Z	UBA1
SYT17	MID2
GMPPB	CCNB2
TEAD3	YAP1
NCBP1	BRAT1
NFKBIA	PLS1
ERCC1	RPA3
CDKN2B	CDK6
ETF1	ZPR1
CEP70	HDAC6
ING5	TP53
SEPHS1	DEPDC7
ITPK1	CRYZL1
ITPK1	CRYZL1
DNPEP	KIF3A
CLASRP	EED
CHAC1	RHOXF2
SP100	RTP5
EIF4EBP1	EIF4E
EFEMP1	CRTAC1
YIPF2	ACTA2
PPIA	TMEM189
YIPF3	LMBR1
PDLIM5	TPM2
GEM	SCARB2
PCSK5	NOTCH2NLA
PSMC1	PSMD2
EML1	TUBB
PDGFRB	TPTE
IRF4	TRAF6
ITPKB	ESF1
ZNF473	KRTAP10-8
NQO2	LRRC7
CLDN2	NOTCH2NLA
GAK	FAM83H
INVS	CHCHD6
KCNIP3	CTBP2
ZSCAN9	TFF3
GPANK1	KPRP
GPANK1	KPRP
GPANK1	KPRP
GPANK1	KPRP
GPANK1	KPRP
GPANK1	KPRP
GPANK1	KPRP
DLK2	TNPO2
NOC2L	SDAD1
RUNDC3A	AP2B1
CTDSP1	ATP12A
TCEA2	KXD1
DCTPP1	CEP192
ZKSCAN7	ZSCAN12
ZKSCAN7	ZSCAN12
CSNK1D	HSPA8
GAGE2E	GMCL2
ITGB3BP	CENPQ
MYD88	SPOP
MRPL4	MCAT
IL11	MAGEA11
ACP1	ACTB
STAT5A	PDHB
MAX	RABGEF1
MTHFS	PLCL2
RBM41	MIPOL1
AGT	HSPA5
ACAP1	RAB11FIP3
BTRC	TWIST1
DBNL	CMAS
RPS28	SLC9A3R2
S100A14	S100A16
MAGEB4	CAMK2D
OPTN	ZMYM6
PLK3	BCL2L1
DTNBP1	IFT20
KCTD4	KCTD4
IP6K1	RBX1
UBA7	UBE2E1
OGT	UNC119
ENOX2	CIB3
USP5	FOXM1
FTL	USHBP1
TASOR2	TRIM42
PHYKPL	PHYKPL
TEX28	GRAMD1A
ZNF202	RCOR3
MID2	GAS1
SNX7	BLOC1S2
JAKMIP2	EFHC2
RENBP	ZBED1
RAB2A	COMT
CEP44	GLI3
NOL4	FAM9B
SPERT	MBIP
NFYA	CREBBP
TUBA3C	CCT3
PRKCZ	PARD6A
NXT2	PTPN11
PSMC2	SMC1A
SUV39H1	EHMT2
IKZF5	PDLIM7
RALB	EXOC8
PEX19	PEX3
ALDH1A1	ALDH1A1
PSME1	PAK2
GYS1	CCDC36
RAB1A	RABGGTA
S100A2	HOPX
EIF4E	EIF4A1
GEMIN7	LSM11
HSPA8	CREBBP
STAM	SNX1
BHMT	MTMR6
ARL2	UNC119
U2AF1	GSK3B
RHOA	PTEN
BAK1	BCL2L1
RRAGA	NPC2
NXF1	YARS2
IMPA1	IMPA1
POT1	TERF2IP
LCP2	FXR2
GSTA4	C2orf50
RBM8A	NCBP2-AS2
EIF3C	EIF3I
TXNRD2	TXNRD1
GOLGA1	TDP1
GOLGA4	UBR7
ADA2	ELP6
CDC16	CDC23
CDC27	CDC23
AC026464.6	ARL3
COG8	ARL3
COG3	CEP250
COG2	COX10
COG7	ARL3
COG1	COG7
COG6	STX6
ELP4	TPM1
ELP3	RPL36A
INO80	RTF1
NOP14	BUD23
PEX14	PEX5
PEX2	RGL1
SGF29	TAF9
TAF12	COX10
SSU72	ELP5
TAF3	BUB3
TAF4	SF3B3
TAF4	SF3B3
TAF7	LSM7
UTP15	TGS1
ECM2	ATG5
BUB3	LZTFL1
CCT2	RMI1
CDC26	SMC3
CDC34	UBE2D3
DNM1	SOD2
EXO1	RIF1
MED1	SPAG5
MED4	TRIP11
MED6	UBA3
MRE11	RAD50
NAF1	POLD1
NOP56	NOP58
NPR1	LEO1
PEX10	MRS2
RAD17	FANCD2
RAD17	FANCD2
RAD18	RAD1
RRP1	MKS1
USE1	SCFD1
SMC2	SRP54
SPC25	KTN1
SPC25	KTN1
STN1	BUB3
TEN1	CTC1
SYF2	BCAS2
KTI12	TPM1
VAC14	VAMP3
VPS16	VPS18
VPS51	ARNTL
VPS54	VPS51
TCP1	MKS1
YKT6	VPS41
CST9	RAD17
DAD1	SPC24
NUF2	NDC80
NUP85	NUP107
RGP1	OXR1
SEC63	ALG5
VPS35	RPL36A
MON2	STOM
SLA2	ALG5
SCO2	COA6
SCO2	COA6
SCO1	ATP23
ISY1	RPL36A
RPN2	DAD1
RRN3	MED1
RRN3	MED1
SHQ1	GMCL2
MSI1	RMI1
CDC37	HSP90AA1
FAR1	CLN3
MLH3	MLH1
MOB2	CHD1
MSH4	HFM1
POP1	UBA3
POP4	PRKCSH
POP5	ELP4
EDC3	RAB3IP
REC114	CST9
RRS1	KNOP1
BDP1	CLP1
BDP1	CLP1
BDP1	CLP1
REC8	FANCA
RER1	TGS1
SDC1	NCAM1
SEM1	FPR1
NUP188	LSM7
NUP133	RPGRIP1L
IDH1	GCN1
IDH2	CRNN
TWF1	ICAM1
GBP2	HBA2
VPS28	DCAF6
ATG10	ATG7
GGA1	ECHDC1
PAN3	RAD1
COX14	ATP23
NAT1	ICAM1
BRF1	TBP
TPM2	MTM1
SMC4	OCA2
CLN3	FAR1
SWI5	ELP4
SYS1	IDH1
ALG1	ELP4
COQ3	VPS28
SNU13	NOP58
DDI1	RSC1A1
ERG28	ERG28
RFX1	XYLT2
PAM16	SLC25A29
PAM16	SLC25A29
NIP7	UBR2
OST4	ALG5
WBP1	SLC30A7
RPL10	PUS1
PEX6	PEX13
PEX1	PEX13
PEX3	LEO1
FAT1	SH3RF1
NET1	MAGI1
MSH3	CDC42
PGM1	RGL1
TDP1	TOP1
RFC1	XRN1
SOD1	HIST1H2AB
SPO11	MLH1
ALG5	SLC1A5
ALG6	IRS4
ALG8	GAS1
MDH1	SCCPDH
SCD5	RTF1
TPP1	RPTOR
SIL1	OMA1
ZPR1	ELP4
NRG1	DSE
ATF1	JUNB
TPI1	VMA21
MND1	SPAG9
NMT1	IRF2BP1
SGO1	SMC2
RPL29	TMA16
ALG3	ALDH3B1
ALG11	TGS1
OGG1	CPS1
MRM2	SGF29
GPD1	GPD2
SMC6	RAD51
PIF1	SUB1
SLX4	MUS81
FMC1	TMC1
RMI1	TOP3A
ELF1	HSPBP1
EAF1	CCDC154
BDH2	ALG8
MRPL37	MRPL16
SRP14	DIS3
CCT4	RBL2
MRPL35	MRPL3
MRPS28	TGS1
MRPL28	MRPL17
MLC1	IQGAP1
ART5	HAT1
CIR1	EPHA2
LSM12	RPL36A
CBR1	CBR1
DPH1	VPS53
CPA2	NME4
RCN1	PPP1R9A
UBA1	UBE2N
ORC3	CDC6
ACE2	GAS1
MSS51	COA3
ACO1	TPM1
RPL38	RPL36A
MRPL24	RCN2
KRI1	MDH2
FIG4	SNX27
MRPS12	RCN2
MRPS12	RCN2
HAT1	COQ6
LSP1	MYO1D
ISM1	ATG10
GDE1	GAP43
MRPL32	TGS1
ATE1	SUV39H1
MRPL15	RPS2
SRP68	TRAP1
IMP4	UTP6
RPL18A	RRP1B
CCT7	TLE4
PLP2	CCT5
RPL23A	COA4
GCN1	FPR1
MRPS16	AVL9
RRP12	ATP23
YAP1	CTNNB1
URB2	RBL2
SRP72	ELF1
BST1	TSR3
DNA2	EXO1
CLNS1A	LSM2
PAXIP1	NXT1
TRIM41	PSMG4
CCDC120	PPFIA1
ZBTB48	RPS3
MYO15B	CCDC36
C19orf25	HNRNPH2
CENPO	ARL5B
WWP2	PTEN
C1orf216	TPM3
ZNF276	ZBTB8A
ZBTB8A	ZNF276
MED11	MED1
MED22	MED26
MED22	MED26
MED30	MED27
MED17	MED22
MED20	MED27
AGO2	CTCF
PKP2	NDEL1
RPL3	NOB1
MID1	CPS1
TRAK2	SNAPIN
FAF1	RAD1
ALG14	ALG5
ALG13	ARL3
RPL5	PMS1
RRP15	ELF1
NOP53	BUB1
SNX4	CACYBP
BUD31	SNW1
ATP7A	COMMD1
ATP7B	COMMD1
GLRX	NIT1
LTV1	NOB1
FIS1	ATP23
GID8	RAB8A
RPS3	ELP4
NCF1	SH3GL3
COX11	PET117
ALG9	UBA3
ARV1	SYT1
DPM1	ARL3
ALG12	NUP35
FMO1	PMS1
GOT1	TOP1
MNS1	HSF1
NSG2	VMA21
ORM1	PTGDS
ORM2	LEO1
PSD2	MED1
RCE1	BBS4
SSH1	YWHAZ
EMC1	ARL3
EMC4	LEO1
ICE2	IGHG2
EMC6	COX10
PGA3	EMC2
CSF1	ALG5
REV1	POLK
ELP6	KLHL15
MSL1	AHCYL2
SUB1	DRG1
FPR3	LSM6
UBA3	ATG7
BMS1	TMA16
MTF2	TMC1
ATG3	EFR3A
RCN2	ATG3
ATP23	ATG10
ATP23	ATG10
MEI4	ORC1
NHEJ1	LIG4
COQ9	GAD1
PLAU	MOCOS
LACRT	RNF114
FGF2	PRKACA
PIN4	CHST15
PMAIP1	MCL1
BCL2L11	MTA2
BBC3	BCL2L1
BIK	FATE1
MAFA	ISL1
PODXL	SPAG9
AKIP1	SENP8
CDK2	CDKN1B
MYC	STUB1
PML	SPTA1
STK11	NEMF
APTX	KIF3A
CAV3	MARK2
NF2	PDCL
SGSM3	LEMD2
LIN9	HBS1L
NELFB	YBX1
NUTF2	TANGO2
POLB	SSRP1
TAF1D	NPM1
CCK	CCKBR
MIS12	SPC24
EGFR	PTPN11
ERBB2	STYX
ERBB3	PIK3CA
LUM	RSRC1
ZWINT	PPP1CC
PPID	UROD
RET	DUSP26
EPHA5	DUSP21
RP9	CIR1
MPRIP	RPGRIP1L
RAPH1	SIAH1
HDAC4	NAV1
HDAC5	NR2E1
HDAC6	DDX58
CHFR	SIRT1
MTOR	YWHAZ
RPTOR	TESK2
RICTOR	AKT1
SYT1	LRP2
C6orf15	SV2B
C6orf15	SV2B
C6orf15	SV2B
C6orf15	SV2B
C6orf15	SV2B
C6orf15	SV2B
MMP14	SPOCK3
CRISP3	A1BG
TCERG1	SNRPA1
MBD3	GATAD2B
YWHAQ	ZFP36
CRTC2	MDM2
SIK2	PPP2R1A
CABP4	CACNA1F
SART3	LSM6
CD2BP2	ZNHIT2
GIPC1	TSTA3
EIF4A2	GOLGA2
ARF6	AP1G1
CNOT8	CNOT2
ASF1B	RCVRN
SNRNP40	AAR2
SMNDC1	RRBP1
PAAF1	SUPT6H
BTG2	CNOT7
PSMD13	INTU
IKBKE	UBC
YWHAB	SRPK2
TCEAL1	ZKSCAN4
RNPS1	USP4
FBXO4	ESPL1
RGS20	PGP
PSMD6	SYAP1
GSTK1	HSPD1
EIF1B	DVL2
PSMD10	HIF1A
AES	NOTCH2NLA
MLF2	DNAJB4
TUSC2	LRBA
PSTPIP1	RTP5
MAGEB2	HDAC1
MCC	APP
GSK3B	BCL2L1
ACP6	C1QBP
TNFRSF14	APP
TNFRSF14	APP
LGALS9	LRP1
ASB3	RICTOR
CDKN2C	MEN1
MOB4	PKN3
RIOK3	OSBPL5
CHST12	SEL1L
SNRPB	RFX6
NELFCD	PRMT5
EEF1A2	TPT1
SMYD2	ESR1
PON2	PPP2R5D
RUVBL1	DMAP1
SAE1	PQBP1
HLA-B	HEATR6
HLA-B	HEATR6
HLA-B	HEATR6
HLA-B	HEATR6
HLA-B	HEATR6
HLA-B	HEATR6
TMBIM4	COX4I1
UQCRC1	SOAT1
DNASE2	CANX
PLRG1	ISY1
AP2S1	IKBIP
MPDU1	HERC2
EIF3A	FAU
WRAP73	CNOT2
EIF6	RPL3
NFKBIL1	CXorf56
NFKBIL1	CXorf56
NFKBIL1	CXorf56
NFKBIL1	CXorf56
NFKBIL1	CXorf56
NFKBIL1	CXorf56
NFKBIL1	CXorf56
ACTR3B	PDCL
DDX56	UTP14A
PPP1CB	PPP2R5C
RAB5IF	RFXANK
EIF4A1	KIF1B
CNTF	FEM1B
PTP4A2	RPL18A
EPB41	SF3A3
PPM1B	THUMPD3
RASGRF2	EPPK1
CD40	TMEM173
PTP4A3	MLF2
PTP4A3	MLF2
DKK1	PSMD6
TFE3	SMAD4
PPP4C	TIPRL
BCKDK	WDTC1
USF2	PPARGC1A
PHB2	FIG4
CUL2	DCUN1D1
FDFT1	POMT2
LRRK1	LRRK2
RRBP1	RBM8A
PHLDA3	APP
NPRL2	LRCH2
CNBP	CCDC137
CCN4	UGGT1
DYNLL1	RPGRIP1L
PACSIN3	RAI14
TSC22D1	WDYHV1
ARHGDIA	UBC
LYAR	RPL23A
CLEC3B	APP
CAMK2A	DCTN1
AKTIP	TRIM32
ICA1	MORF4L1
PAK2	GIT1
UBE2M	ITCH
VRK3	TWF2
CDC25B	NAV1
RPRM	FATE1
COPS3	CUL2
TRAF6	UBC
CCNA1	HIST1H1B
CENPH	CCDC40
FKBP4	HSP90AB1
PITPNA	UBE2L3
RAB11A	CARM1
EIF2B1	MCU
TWF2	ACTC1
SIRT2	VAMP7
SIRT2	VAMP7
ELOVL1	TECR
FIBP	GRAMD1C
CDK2AP1	WDR77
ADI1	SIL1
ADI1	SIL1
OAZ2	AZIN1
TIMM13	OARD1
HNF4A	TP53
PGRMC1	ITGB1BP1
PASK	AGO2
SERINC3	KDELR2
KRT8	CAV1
RAB10	UQCRC2
DSTYK	RAB5C
SAP18	HES4
SUSD2	UGGT1
FABP4	LIPE
ROCK2	LZTFL1
TNFRSF10D	TRIM28
ELF3	ELF4
SGK1	ARL5B
GH1	GHR
BZW1	STOM
MPG	ELP2
CDK5RAP3	TMED9
DOK2	FAM120B
TTBK1	HEATR1
CASP4	MYH9
ULK1	BECN1
PELO	PRMT6
TBPL1	TP53
EXT1	TRAP1
PLEKHJ1	APP
ZNF277	RNF123
PKIG	TPM2
PLEKHB2	CST6
HNF1A	NCOA3
RGS10	APP
TAGLN	UCHL3
NTHL1	ZC3HAV1
BCAS1	BCAS1
PARVA	CCNB1
STK38L	PRPH
MEN1	FANCA
OSTF1	CHMP2A
CFL1	ACTBL2
GAS8	CIAO1
DEGS1	EIF5B
PAK4	RAB3IP
DEDD	APLP2
KHK	GLB1
PARP3	APP
FADS1	ASPSCR1
RAB17	GEMIN6
RAD51D	FANCA
CFLAR	CASP8
OSGEP	CCDC28B
AK1	BUD13
RAB5C	GDI2
ATIC	TRNT1
BCL10	UBC
RFXANK	SMARCA1
CAB39	UBL5
FANCC	NPM1
PRKRA	BTRC
TIMP2	ZMYM6
MAGED1	BARD1
SNAI1	DNMT1
EFHD1	KRT33B
RIPK2	RIPK2
UBE2G2	HNRNPDL
NUAK1	FBXW11
DGKE	IFT46
GNAS	GNB1
KCNIP4	PRR4
KCNIP4	PRR4
AURKA	BCL2L1
HTR1E	ACTB
KPTN	DPH1
SNCG	SLC6A4
RNF167	RNF167
CDC42BPB	BRIX1
ERCC6L	CHEK1
PMVK	WDR92
BCAR3	DEFA5
STYXL1	VIM
SNRK	ABHD5
CDK19	MED23
DOCK4	GRB2
GAPDH	ASPSCR1
MEST	MPZL2
KLHDC2	CCZ1
RAB25	OPTN
DGKB	PCDHB5
ENSA	SCCPDH
CNKSR2	RLF
CHMP6	VPS25
HLA-A	MEOX2
HLA-A	MEOX2
HLA-A	MEOX2
HLA-A	MEOX2
HLA-A	MEOX2
HLA-A	MEOX2
HLA-A	MEOX2
HLA-A	MEOX2
NUP98	TNPO1
TOR1A	C1GALT1C1
STK36	GLI3
TBRG4	TMEM43
VDAC1	BOLA2B
ELL	EAF2
BIN3	SEC63
POLR1E	POLR1A
LXN	ZKSCAN4
RTCA	HNRNPH1
PSPH	TIMM8B
TTC4	HGH1
SMYD3	KDM3B
ACVR2A	DAXX
ALS2CL	RAB5A
TERT	MDM2
NCL	EXOSC10
MAP3K1	NOTCH1
NFKB2	RELA
RELB	SMARCC2
TAB2	AR
TBK1	RNF128
TNFRSF1B	CSNK1A1L
BRF2	JUP
DLG3	ZFP91
EXT2	HLA-DPB1
HDAC3	BCL6
MAGEA6	ATPAF2
NME2	TMEM189-UBE2V1
PANK2	CBY1
TGIF1	APP
CTNNB1	UBC
BLM	NEK4
HCFC2	HELZ
RBBP5	CHD7
NCOA6	TUBA1A
CDKN2A	TOP1
APC	USP7
BRIP1	BRCA1
BMPR2	BMP7
JAK1	RNF125
AKT1	FANCI
AXIN1	BTRC
NCOA4	NEURL4
CALM1	UBE2N
RAD9A	CLSPN
CTBP1	FANCD2
LAMTOR5	TP53
NCOA1	NKX2-1
TP53BP1	PRPF38A
BCR	MCM6
SMC1A	HSF1
ATR	FANCI
BARD1	CSTF1
PTPN6	RPP30
RASA1	HRAS
FES	FES
PSEN1	CDH2
ABL1	STUB1
FANCD2	ABCB6
H2AFX	TRAF6
POLR2A	VCP
NBN	CHEK1
BUB1B	MAD2L1
FANCF	SPTA1
CASP3	ERP44
TOP3A	FH
TOP3A	FH
CBL	IRF3
CDK1	BCL2L1
CHEK1	BCL2L1
TFAP2A	ACOT1
CSNK2A1	OCLN
HDAC1	FOXJ1
RCOR1	RABEP1
PHF21A	JUN
HDAC2	VHL
KDM1A	YEATS4
SMAD6	SMAD7
CTNND1	GSK3B
MUC1	ACTA2
PTK2B	ERBB2
CLSPN	USP20
BRCC3	FANCA
SP1	MDM2
RBM39	SREK1
EPHA3	MTMR11
EZR	ERBB2
FAS	FADD
BID	FAS
FADD	PIN1
FASLG	MOSPD2
CASP10	PRDX6
CASP8	FAS
GRB2	PTPN11
ETV6	LRP6
MDC1	UBC
MDC1	UBC
MDC1	UBC
MDC1	UBC
MDC1	UBC
MDC1	UBC
MDC1	UBC
MDC1	UBC
CHEK2	BRD4
GSN	ACTA1
SMAD7	AXIN2
LYN	PTK2
MAD2L2	FZR1
HSPA1A	STUB1
HSPA1A	STUB1
HSPA1A	STUB1
HSPA1A	STUB1
HSPA1A	STUB1
HSP90AA1	ATR
UXT	PPP1CB
PLK1	BCL2L1
CAV1	EGFR
JUN	HAUS6
PRKDC	FANCD2
MDM2	JAK1
E2F1	RB1
CCND1	CDK4
USH1C	SLC9A3R2
FOXA1	TFAP4
RNF14	PNPLA7
CTNNA1	CTNNB1
LMO4	PPARG
NCOR1	RARA
NUFIP1	RUVBL2
MAPK14	BCL2L1
FYN	GRASP
LCK	DLG1
PIK3R1	FAS
CD82	CD81
MARK3	MARK3
RBBP7	CCDC8
DCC	SIAH2
CRKL	PDGFRA
PTEN	SLC9A3R1
N4BP2	N4BP2
CDH3	CTNNB1
HDAC9	ZC3H11A
ZMIZ1	NOTCH1
SMAD3	LACRT
TERF2	TERF2
S100B	SRC
GNA12	IL3RA
CDH2	ERBB2
BMP2	BMPR2
BMP7	PPP2R5D
BMPR1B	OTUB1
RASGRF1	SNRNP70
ERCC4	SPTA1
XPO1	SMURF2
KIFAP3	SLC9A3R2
GSK3A	BCL2L1
NR2C1	TRIM28
ASCL2	TUBA1A
KMT2C	DPY30
GADD45B	POLR3C
MET	MET
HRAS	PLA2G16
HRAS	PLA2G16
CCNA2	MTBP
ABL2	PIK3R3
BCCIP	EIF6
NR4A1	GRK6
SIAH2	LATS2
CDH5	CTNNB1
KIF3A	CEP170
KIF3B	SLC9A3R2
PTPRF	PPFIA1
SPTBN1	EIF3H
INPP5D	NOTCH2NLA
INPP5D	NOTCH2NLA
DOK1	CRKL
NCOA3	NKX2-1
SPTAN1	FANCD2
SPTA1	ACTA1
FANCE	CTBP1
WRN	CREBBP
GADD45GIP1	ELF3
GTF2E1	GTF2E2
GTF2F1	CTDP1
SIN3A	HDAC2
RASSF1	NDUFV2
NELFA	IGHMBP2
RAD51C	BRCA2
RAF1	SPATA7
MAP1S	STIP1
DHX9	OCRL
IKZF1	POTEI
GTF2B	MUC7
BTAF1	PIH1D3
GTF2H4	GTF2H3
GTF2H4	GTF2H3
GTF2H4	GTF2H3
GTF2H4	GTF2H3
GTF2H4	GTF2H3
GTF2H4	GTF2H3
MED21	CNTN1
ACTA1	SPTA1
ITGB2	FHL2
TRAF1	OSBPL3
TRADD	TRAF6
TAB1	TAB3
IKBKG	UBC
PNN	AQR
PPIG	BEND7
SMAD2	SMURF2
ZFYVE9	RNF11
KAZN	LZTS2
ABLIM3	BRCA1
AMFR	SYVN1
RNF41	UBASH3A
MAST2	SUMO2
ERGIC1	EFNB1
PEBP4	RAF1
DDX5	ARMC8
RUNX2	SKP2
DOK6	RET
