,TCGA-05-4244,TCGA-05-4249,TCGA-05-4250,TCGA-05-4389,TCGA-05-4390,TCGA-05-4395,TCGA-05-4397,TCGA-05-4398,TCGA-05-4403,TCGA-05-4415,TCGA-05-4417,TCGA-05-4420,TCGA-05-4422,TCGA-05-4424,TCGA-05-4425,TCGA-05-4426,TCGA-05-4430,TCGA-05-4432,TCGA-05-4433,TCGA-05-5423,TCGA-05-5425,TCGA-05-5428,TCGA-05-5429,TCGA-05-5715,TCGA-35-3615,TCGA-35-4122,TCGA-35-4123,TCGA-35-5375,TCGA-38-4626,TCGA-38-4627,TCGA-38-4628,TCGA-38-4632,TCGA-38-A44F,TCGA-44-2655,TCGA-44-2656,TCGA-44-2657,TCGA-44-2662,TCGA-44-2665,TCGA-44-2666,TCGA-44-2668,TCGA-44-3396,TCGA-44-3398,TCGA-44-3918,TCGA-44-3919,TCGA-44-4112,TCGA-44-5643,TCGA-44-5644,TCGA-44-5645,TCGA-44-6144,TCGA-44-6145,TCGA-44-6148,TCGA-44-6774,TCGA-44-6775,TCGA-44-6777,TCGA-44-6778,TCGA-44-6779,TCGA-44-7659,TCGA-44-7660,TCGA-44-7662,TCGA-44-7667,TCGA-44-7669,TCGA-44-7672,TCGA-44-8117,TCGA-44-8120,TCGA-44-A479,TCGA-44-A47A,TCGA-44-A47B,TCGA-44-A47G,TCGA-44-A4SS,TCGA-44-A4SU,TCGA-49-4486,TCGA-49-4487,TCGA-49-4488,TCGA-49-4490,TCGA-49-4494,TCGA-49-4505,TCGA-49-4506,TCGA-49-4507,TCGA-49-4510,TCGA-49-4512,TCGA-49-4514,TCGA-49-6743,TCGA-49-6744,TCGA-49-6761,TCGA-49-6767,TCGA-49-AAQV,TCGA-49-AAR0,TCGA-49-AAR2,TCGA-49-AAR3,TCGA-49-AAR4,TCGA-49-AAR9,TCGA-49-AARE,TCGA-49-AARN,TCGA-49-AARO,TCGA-49-AARQ,TCGA-49-AARR,TCGA-4B-A93V,TCGA-50-5044,TCGA-50-5045,TCGA-50-5049,TCGA-50-5051,TCGA-50-5055,TCGA-50-5066,TCGA-50-5068,TCGA-50-5930,TCGA-50-5931,TCGA-50-5933,TCGA-50-5936,TCGA-50-5941,TCGA-50-5942,TCGA-50-5944,TCGA-50-5946,TCGA-50-6590,TCGA-50-6591,TCGA-50-6592,TCGA-50-6593,TCGA-50-6594,TCGA-50-6595,TCGA-50-6673,TCGA-50-7109,TCGA-50-8457,TCGA-50-8459,TCGA-50-8460,TCGA-53-7624,TCGA-53-7626,TCGA-53-7813,TCGA-53-A4EZ,TCGA-55-1594,TCGA-55-1596,TCGA-55-5899,TCGA-55-6543,TCGA-55-6642,TCGA-55-6712,TCGA-55-6968,TCGA-55-6969,TCGA-55-6970,TCGA-55-6971,TCGA-55-6972,TCGA-55-6975,TCGA-55-6980,TCGA-55-6981,TCGA-55-6982,TCGA-55-6983,TCGA-55-6984,TCGA-55-6985,TCGA-55-6986,TCGA-55-6987,TCGA-55-7281,TCGA-55-7283,TCGA-55-7284,TCGA-55-7570,TCGA-55-7574,TCGA-55-7576,TCGA-55-7727,TCGA-55-7728,TCGA-55-7815,TCGA-55-7816,TCGA-55-7903,TCGA-55-7907,TCGA-55-7910,TCGA-55-7911,TCGA-55-7913,TCGA-55-7994,TCGA-55-7995,TCGA-55-8085,TCGA-55-8087,TCGA-55-8089,TCGA-55-8092,TCGA-55-8094,TCGA-55-8096,TCGA-55-8097,TCGA-55-8204,TCGA-55-8205,TCGA-55-8206,TCGA-55-8208,TCGA-55-8299,TCGA-55-8301,TCGA-55-8302,TCGA-55-8505,TCGA-55-8506,TCGA-55-8507,TCGA-55-8508,TCGA-55-8510,TCGA-55-8512,TCGA-55-8513,TCGA-55-8514,TCGA-55-8614,TCGA-55-8615,TCGA-55-8616,TCGA-55-8620,TCGA-55-A48X,TCGA-55-A48Y,TCGA-55-A48Z,TCGA-55-A490,TCGA-55-A491,TCGA-55-A492,TCGA-55-A493,TCGA-55-A494,TCGA-55-A4DF,TCGA-55-A4DG,TCGA-55-A57B,TCGA-62-8394,TCGA-62-8395,TCGA-62-8397,TCGA-62-8398,TCGA-62-8399,TCGA-62-8402,TCGA-62-A46O,TCGA-62-A46P,TCGA-62-A46R,TCGA-62-A46S,TCGA-62-A46V,TCGA-62-A46Y,TCGA-62-A470,TCGA-62-A471,TCGA-62-A472,TCGA-64-1676,TCGA-64-1678,TCGA-64-1679,TCGA-64-1680,TCGA-64-1681,TCGA-64-5774,TCGA-64-5778,TCGA-64-5779,TCGA-64-5781,TCGA-64-5815,TCGA-67-3770,TCGA-67-3771,TCGA-67-3772,TCGA-67-3773,TCGA-67-3774,TCGA-67-4679,TCGA-67-6215,TCGA-67-6216,TCGA-69-7760,TCGA-69-7761,TCGA-69-7763,TCGA-69-7764,TCGA-69-7765,TCGA-69-7973,TCGA-69-7974,TCGA-69-7978,TCGA-69-7979,TCGA-69-7980,TCGA-69-8253,TCGA-69-8254,TCGA-69-8255,TCGA-69-8453,TCGA-69-A59K,TCGA-71-6725,TCGA-73-4659,TCGA-73-4666,TCGA-73-4668,TCGA-73-4675,TCGA-73-4677,TCGA-73-7499,TCGA-73-A9RS,TCGA-75-5125,TCGA-75-5146,TCGA-75-5147,TCGA-75-6206,TCGA-75-6212,TCGA-75-6214,TCGA-75-7025,TCGA-75-7027,TCGA-78-7143,TCGA-78-7145,TCGA-78-7146,TCGA-78-7147,TCGA-78-7148,TCGA-78-7149,TCGA-78-7150,TCGA-78-7152,TCGA-78-7153,TCGA-78-7154,TCGA-78-7155,TCGA-78-7156,TCGA-78-7158,TCGA-78-7159,TCGA-78-7160,TCGA-78-7161,TCGA-78-7162,TCGA-78-7163,TCGA-78-7167,TCGA-78-7220,TCGA-78-7535,TCGA-78-7536,TCGA-78-7537,TCGA-78-7539,TCGA-78-7540,TCGA-78-7542,TCGA-78-8640,TCGA-78-8648,TCGA-78-8655,TCGA-78-8662,TCGA-80-5608,TCGA-83-5908,TCGA-86-6562,TCGA-86-6851,TCGA-86-7701,TCGA-86-7711,TCGA-86-7713,TCGA-86-7714,TCGA-86-7953,TCGA-86-7954,TCGA-86-7955,TCGA-86-8054,TCGA-86-8055,TCGA-86-8056,TCGA-86-8073,TCGA-86-8074,TCGA-86-8075,TCGA-86-8278,TCGA-86-8279,TCGA-86-8280,TCGA-86-8281,TCGA-86-8358,TCGA-86-8359,TCGA-86-8585,TCGA-86-8668,TCGA-86-8669,TCGA-86-8671,TCGA-86-8672,TCGA-86-8673,TCGA-86-8674,TCGA-86-A456,TCGA-86-A4D0,TCGA-86-A4JF,TCGA-86-A4P7,TCGA-86-A4P8,TCGA-91-6828,TCGA-91-6829,TCGA-91-6830,TCGA-91-6831,TCGA-91-6835,TCGA-91-6840,TCGA-91-6847,TCGA-91-6848,TCGA-91-6849,TCGA-91-8496,TCGA-91-8497,TCGA-91-8499,TCGA-91-A4BC,TCGA-91-A4BD,TCGA-93-7347,TCGA-93-7348,TCGA-93-A4JN,TCGA-93-A4JO,TCGA-93-A4JP,TCGA-93-A4JQ,TCGA-95-7039,TCGA-95-7567,TCGA-95-7944,TCGA-95-8039,TCGA-95-8494,TCGA-95-A4VK,TCGA-95-A4VN,TCGA-95-A4VP,TCGA-97-7546,TCGA-97-7547,TCGA-97-7552,TCGA-97-7553,TCGA-97-7554,TCGA-97-7937,TCGA-97-7938,TCGA-97-7941,TCGA-97-8171,TCGA-97-8174,TCGA-97-8175,TCGA-97-8176,TCGA-97-8177,TCGA-97-8179,TCGA-97-8547,TCGA-97-8552,TCGA-97-A4LX,TCGA-97-A4M0,TCGA-97-A4M1,TCGA-97-A4M2,TCGA-97-A4M3,TCGA-97-A4M5,TCGA-97-A4M6,TCGA-97-A4M7,TCGA-99-7458,TCGA-99-8025,TCGA-99-8028,TCGA-99-8032,TCGA-99-8033,TCGA-99-AA5R,TCGA-J2-A4AD,TCGA-J2-A4AE,TCGA-J2-A4AG,TCGA-L4-A4E5,TCGA-L4-A4E6,TCGA-L9-A443,TCGA-L9-A444,TCGA-L9-A50W,TCGA-L9-A5IP,TCGA-L9-A743,TCGA-L9-A7SV,TCGA-L9-A8F4,TCGA-MN-A4N1,TCGA-MN-A4N4,TCGA-MN-A4N5,TCGA-MP-A4SV,TCGA-MP-A4SW,TCGA-MP-A4SY,TCGA-MP-A4T4,TCGA-MP-A4T6,TCGA-MP-A4T7,TCGA-MP-A4T8,TCGA-MP-A4T9,TCGA-MP-A4TA,TCGA-MP-A4TC,TCGA-MP-A4TD,TCGA-MP-A4TE,TCGA-MP-A4TF,TCGA-MP-A4TH,TCGA-MP-A4TI,TCGA-MP-A4TJ,TCGA-MP-A4TK,TCGA-MP-A5C7,TCGA-NJ-A4YF,TCGA-NJ-A4YG,TCGA-NJ-A4YI,TCGA-NJ-A4YP,TCGA-NJ-A4YQ,TCGA-NJ-A55A,TCGA-NJ-A55O,TCGA-NJ-A55R,TCGA-NJ-A7XG,TCGA-O1-A52J,TCGA-S2-AA1A
LDLRAD3-203,0.0,0.0,0.0,0.0,0.0,0.0199116,0.0,0.0236078,0.0171877,0.253733,0.0,0.0,0.0,0.102539,0.0,0.0,0.0,0.0264689,0.0689827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245765,0.0,0.0,0.0,0.0,0.0822888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207866,0.0,0.0,0.0391832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000766199,0.064857,0.0,0.0,0.0,0.0,0.0639964,0.0,0.0,0.0,0.0353486,0.0,0.123805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0697146,0.0,0.0435649,0.0,0.0,0.0,0.0649448,0.110983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283696,0.0,0.0,0.0,0.0,0.131392,0.0,0.0,0.0369585,0.0,0.0,0.0667833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0423007,0.0,0.0,0.0,0.0,0.0,0.0,0.17683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0462165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225977,0.0,0.0262193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392859,0.0,0.0,0.0,0.0,0.0,0.0275552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0780281,0.0,0.0,0.0,0.0,0.0541618,0.0,0.0221012,0.0,0.0,0.0621697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0413172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551789,0.0
LDLRAD3-202,0.0653702,0.0,0.0,0.065711,0.0,0.0,0.0483448,0.038488,0.0,0.0,0.0,0.0347737,0.0272789,0.0,0.0,0.0,0.0224127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0293885,0.0,0.0,0.0,0.0,0.0519299,0.0,0.113017,0.0,0.0138798,0.0276376,0.0,0.0,0.198113,0.450502,0.154489,0.0,0.0,0.0400293,0.0,0.0339462,0.0,0.0,0.0,0.0707583,0.0556516,0.0855723,0.0,0.0,0.0,0.0,0.304161,0.0595497,0.0949166,0.0357929,0.0,0.0883003,0.0179866,0.0,0.0,0.0,0.0,0.0236,0.0580639,0.0,0.109813,0.0,0.0,0.0,0.0692957,0.00813433,0.0248525,0.0297263,0.0330355,0.0318203,0.0383496,0.0166406,0.0,0.0353965,0.0,0.0731257,0.0168143,0.0476636,0.0,0.0336577,0.0,0.0271654,0.0495205,0.0,0.114348,0.0483844,0.0,0.0277434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108741,0.0,0.0519433,0.0,0.0,0.0,0.0254166,0.102414,0.184417,0.0883329,0.0,0.0,0.0708571,0.0,0.0,0.0,0.0,0.0,0.0449877,0.0,0.0698044,0.0170097,0.041572,0.0,0.0,0.0525493,0.0,0.0,0.0909895,0.177504,0.0,0.0677029,0.113301,0.0,0.0627857,0.0,0.0,0.0179591,0.0,0.0,0.0480787,0.0,0.0373653,0.0,0.0,0.126175,0.0,0.0195921,0.0,0.0119142,0.0,0.0861051,0.02785,0.0630675,0.0,0.0,0.0,0.0438125,0.0,0.0332777,0.0626971,0.0,0.0,0.0,0.0212184,0.0839989,0.0,0.182412,0.13877,0.0,0.0,0.0198035,0.0,0.0,0.0,0.0,0.117669,0.0,0.0808841,0.0,0.0295922,0.0,0.0741528,0.074938,0.122666,0.0,0.0771173,0.0754152,0.0,0.0256651,0.0341068,0.0,0.0,0.0675355,0.0945207,0.0358203,0.0294829,0.110212,0.0,0.0,0.0459588,0.0,0.0380598,0.0,0.0,0.0315581,0.0526908,0.0,0.0,0.0,0.0,0.0413182,0.0225643,0.0,0.0,0.035568,0.0,0.0336251,0.0305992,0.0,0.0,0.0,0.0,0.035504,0.0559238,0.102547,0.112545,0.0401068,0.0,0.0390718,0.0345935,0.0,0.0643996,0.0404028,0.0258414,0.0673295,0.0,0.0804772,0.0,0.0140536,0.0707167,0.0,0.0969892,0.0545577,0.052411,0.033346,0.0,0.0,0.0745747,0.0179837,0.0,0.111953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362555,0.0,0.0,0.0,0.0,0.0,0.129522,0.0,0.0,0.0,0.0,0.0,0.0303446,0.0,0.0,0.0187518,0.0,0.0,0.0516441,0.0,0.0230565,0.0273264,0.0,0.0,0.0152106,0.0838249,0.0696727,0.0423623,0.0517331,0.0330722,0.0442991,0.0,0.0,0.0124955,0.0,0.0,0.0,0.317965,0.148328,0.115523,0.0390728,0.0568044,0.0707785,0.0350215,0.0519076,0.0775942,0.0,0.0,0.0,0.0,0.0766798,0.41785,0.0,0.0683443,0.0,0.0618452,0.0544698,0.0,0.0,0.035559,0.0342736,0.0,0.0,0.0,0.0,0.164014,0.0,0.0,0.0,0.100966,0.0,0.103328,0.253025,0.0,0.0,0.0,0.0,0.0,0.0,0.0758662,0.0,0.0474005,0.0,0.0324243,0.0,0.094152,0.0,0.08178,0.025767,0.0,0.189187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318777,0.0,0.0244236,0.0,0.0,0.0,0.0,0.0637963,0.127314,0.0,0.0958519,0.0,0.0761735,0.0,0.0325443,0.0332691,0.103578,0.0,0.0,0.113948,0.0428523,0.0,0.0,0.112247,0.0,0.0577384,0.0237969,0.0,0.0270704,0.0271311,0.066744,0.0,0.0,0.111705,0.107988,0.203582,0.0302532,0.0933638,0.0666124,0.0,0.0650211,0.133146,0.103577,0.0,0.0780645,0.0,0.0,0.0,0.0,0.0,0.0230477,0.0227375,0.0,0.0242151,0.0576048,0.0,0.0329519,0.0,0.0352915,0.0169648,0.14217,0.0106029,0.0232969,0.155947,0.0,0.0719427,0.0,0.0,0.0398919
LDLRAD3-201,2.98325,0.899543,4.72456,2.08284,0.775309,6.81699,1.17224,1.09332,1.04745,15.6838,2.08218,1.02981,1.35689,4.66118,1.89494,2.20805,1.7918,1.51932,1.28073,0.799185,1.05333,0.334506,0.635509,1.44727,1.01968,2.33354,2.3475,0.43601,4.38306,4.17612,3.46819,1.92645,1.36686,1.03133,0.731947,1.7492,5.6682,2.80118,4.04333,2.18763,1.33169,2.55299,0.986171,1.13306,2.20088,11.1803,0.795584,1.82814,1.8255,1.61131,3.6906,3.53343,2.16902,2.59968,3.75565,12.3524,1.24151,6.98732,2.16229,1.30881,14.8025,1.00624,0.762317,7.86959,0.928026,4.9558,0.946188,2.03482,2.37545,1.27706,0.17326,2.54628,0.40155,1.01645,0.35813,1.19244,2.40545,4.83318,0.331235,0.849017,2.47401,3.61043,2.64505,1.03508,2.17649,1.34304,2.37918,0.398639,1.96698,1.4981,2.34416,2.2655,2.47222,1.21129,1.04157,2.03262,0.41019,3.58185,1.17603,1.99762,0.903827,2.39242,0.661604,0.379463,2.31595,6.87529,6.1875,2.1347,1.82713,1.65387,4.91022,1.03821,3.62674,21.9621,4.30834,2.27996,1.29888,1.68999,4.96362,0.940865,1.66523,3.40855,1.68341,3.26492,1.27509,0.463308,1.05641,0.578103,0.624405,1.58688,5.24887,0.867574,1.52629,9.66597,2.12618,3.00086,1.86209,0.0928745,2.64387,4.1405,3.76245,1.37875,1.78504,0.938638,2.72774,1.10193,2.13763,0.868292,1.07683,1.1046,0.364153,3.46339,6.34141,0.799646,0.910938,1.2631,3.90724,2.01667,1.03447,0.742024,2.66191,0.576484,0.644284,2.38485,0.782158,0.865147,2.22511,2.26313,0.185898,3.20235,1.31348,3.93313,8.04106,3.85889,1.9302,3.19991,1.3861,2.0688,4.47215,0.820061,0.990957,0.426002,0.861192,1.62551,1.56255,0.296222,3.97385,1.78164,4.0324,9.44592,2.51477,2.25051,2.0129,1.08003,1.62763,0.249122,1.28071,1.54898,1.44056,0.925161,4.00484,4.56275,2.9338,1.94954,1.07975,1.26704,1.12202,2.28552,0.391246,0.639172,0.677869,1.06082,2.52368,0.691332,1.84152,2.11155,0.607988,0.206712,1.58883,0.96494,2.58925,0.71128,0.541511,1.10556,2.0793,3.59425,1.6217,2.49876,1.84163,0.678033,1.53413,1.62135,1.97271,1.22373,0.773882,0.68226,1.49625,0.43918,2.30032,1.26769,2.23832,4.73931,3.2872,3.97791,2.09628,0.712956,1.43871,1.69133,1.59053,1.88317,2.07578,1.23524,2.20047,1.14862,0.727878,1.66484,4.7767,1.73986,1.0764,1.71391,1.60197,3.08236,1.83036,1.55768,0.706744,1.44358,1.97109,8.5461,5.91683,2.20968,1.48212,5.40231,1.22822,0.560438,5.23138,17.3481,0.599748,4.41246,1.13413,3.45376,0.805085,1.20298,0.886428,0.770326,2.11529,0.971737,0.676609,1.5853,0.536981,0.608135,0.505464,0.72676,2.65226,3.34003,0.433437,0.384388,2.02618,1.27719,0.480571,1.11476,1.8901,0.570884,1.30888,5.45705,7.13403,0.686747,9.92475,5.81286,1.36864,2.23102,10.9436,12.6825,1.52875,0.774683,1.88149,0.818904,9.95256,2.52778,0.555122,3.72105,1.02494,1.91022,2.96746,4.7148,1.13415,1.42294,1.99411,2.41622,2.19075,1.53074,1.18943,3.04512,6.50945,1.11916,4.23199,2.81438,1.25073,14.621,1.09041,1.75776,1.99923,9.07209,1.75365,0.432441,1.47624,1.52774,2.30806,3.39362,4.75923,2.0391,1.55077,2.75874,3.73372,0.727936,0.862661,3.84219,1.69394,1.15996,5.11139,1.20095,1.27418,2.83083,1.14161,0.619906,1.5071,1.35806,5.18862,2.17652,1.90309,4.25606,2.56831,0.923067,2.38846,1.20559,2.08673,2.27091,1.41357,1.20256,0.996172,2.07858,1.30359,1.23335,2.50451,4.55313,1.48688,1.13365,4.46711,1.18164,2.58026,0.877752,1.67888,1.83813,2.66867,2.91729,1.436,1.52973,5.51672,1.59447,4.5774,1.99156,0.529217,3.19681,1.57935,2.4788,0.673366,3.25247,1.02318,0.465065,1.67822,2.42648,2.26448,4.59728,1.27712,1.04939,0.39329,3.95114,1.03142,3.36715,1.44013,3.32644,0.42159,0.582167,0.625535,2.94965,3.47793,0.448799,2.11268,0.719945,1.21439,0.593576,0.700527,1.11608
LDLRAD3-205,0.0,0.130019,0.0,0.0,0.0952578,0.0605454,0.0,0.0,0.0328927,0.340379,0.0836497,0.0,0.0,0.0,0.104108,0.0832119,0.0510157,0.105208,0.0,0.0,0.0,0.134791,0.0,0.0,0.0740741,0.101021,0.0999921,0.0,0.0411374,0.137396,0.152486,0.0,0.0,0.0,0.0,0.0,0.746954,0.0,0.836256,0.0,0.0,0.0793852,0.0,0.0,0.0,0.309356,0.0,0.0,0.0,0.0,0.0935614,0.0,0.0,0.066451,0.0,0.289812,0.0,0.100874,0.0400633,0.105622,0.197877,0.0,0.0,0.0621499,0.0,0.195061,0.0,0.0755399,0.106577,0.0,0.0,0.0,0.0,0.218796,0.0,0.0796226,0.0,0.0,0.0,0.0,0.0,0.0,0.0843152,0.0,0.0,0.0,0.0,0.0,0.0,0.0862394,0.0704625,0.0,0.0,0.0,0.0,0.0863065,0.0405048,0.0,0.0,0.064643,0.0691017,0.0,0.0755216,0.0,0.0,0.101185,0.110754,0.0,0.0,0.0,0.0978939,0.0,0.300735,0.122224,0.0962678,0.0,0.0,0.141848,0.0948043,0.0,0.0939295,0.0,0.0641176,0.0,0.0608111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202002,0.0824401,0.0,0.0,0.0,0.0,0.0,0.0,0.151023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443194,0.0,0.097543,0.0,0.0,0.0,0.0,0.0673492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444502,0.0,0.105036,0.0,0.0,0.0,0.0533256,0.0,0.399867,0.0622237,0.0,0.0,0.0,0.0,0.101842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0849058,0.188941,0.0,0.0,0.0,0.0,0.0,0.0,0.0793045,0.0,0.0,0.0,0.190603,0.070418,0.0,0.0,0.0,0.0,0.0757546,0.0,0.0,0.0,0.0,0.0,0.0,0.129448,0.0,0.175333,0.184789,0.147222,0.0,0.0725408,0.0,0.0,0.105964,0.0,0.0,0.134409,0.16142,0.0,0.0,0.0,0.105203,0.0,0.0,0.0,0.0,0.0,0.0,0.189705,0.0,0.0,0.0539305,0.133067,0.0606046,0.0536698,0.0,0.0,0.0316096,0.0,0.0740782,0.0576072,0.0,0.0475534,0.0,0.0,0.0484793,0.0,0.162651,0.170785,0.114205,0.043013,0.0,0.0,0.086905,0.0,0.0,0.0,0.0,0.177313,0.0539519,0.0,0.0,0.103752,0.0,0.0,0.0892227,0.418135,0.0,0.0614348,0.0,0.0,0.0,0.0541827,0.0,0.0,0.111415,0.0598853,0.0,0.127536,0.0,0.0,0.0,0.0,0.0,0.473942,0.0,0.0,0.0,0.0,0.0,0.0,0.125873,0.0,0.143716,0.209551,0.113993,0.0,0.182417,0.182794,0.0,0.0,0.411879,0.275846,0.0,0.0,0.0590831,0.0,0.0,0.0,0.0,0.0,0.0920472,0.0,0.0,0.0,0.0,0.0877393,0.0,0.15839,0.0,0.0858747,0.0,0.0,0.380681,0.0,0.0,0.0,0.0,0.138097,0.0,0.0840351,0.0,0.0928879,0.117074,0.0,0.207263,0.190457,0.0,0.0,0.0,0.0764716,0.104262,0.115405,0.0526709,0.0,0.11138,0.0,0.0,0.0,0.083521,0.0,0.0,0.0811017,0.0,0.0,0.0,0.0518358,0.074385,0.0975858,0.163885,0.0,0.0844775,0.0,0.0,0.0,0.0657463,0.08804,0.0,0.0,0.0753584,0.0,0.0,0.0,0.0,0.0789025,0.0,0.0,0.0508503,0.0,0.0,0.0,0.0,0.0,0.0722765,0.0,0.0,0.0,0.254555,0.0554784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0675428,0.19789,0.369928,0.0681271,0.180364,0.0,0.0,0.0,0.0833146,0.089245,0.0,0.0,0.0,0.0,0.0584013,0.0,0.03029,0.0,0.0,0.0807686,0.0899463,0.124036,0.28374,0.108915
