TRDD2-201	TRDD2
DDAH2-211	DDAH2
DDAH2-213	DDAH2
DDAH2-214	DDAH2
DDAH2-215	DDAH2
CABLES1-202	CABLES1
CABLES1-205	CABLES1
CABLES1-206	CABLES1
CABLES1-201	CABLES1
CABLES1-208	CABLES1
CABLES1-203	CABLES1
MOCS1-202	MOCS1
MOCS1-204	MOCS1
MOCS1-205	MOCS1
MOCS1-201	MOCS1
MOCS1-209	MOCS1
DYRK4-214	DYRK4
DYRK4-209	DYRK4
DYRK4-205	DYRK4
DYRK4-207	DYRK4
DYRK4-211	DYRK4
DYRK4-216	DYRK4
DYRK4-201	DYRK4
RCN1-206	AL035078.4
RCN1-210	AL035078.4
RCN1-201	RCN1
RCN1-209	RCN1
RCN1-203	RCN1
RCN1-204	RCN1
GSTT2-204	GSTT2
KCNC2-209	KCNC2
KCNC2-207	KCNC2
KCNC2-208	KCNC2
KCNC2-202	KCNC2
KCNC2-204	KCNC2
KCNC2-203	KCNC2
KCNC2-201	KCNC2
WASF3-201	WASF3
WASF3-202	WASF3
GRM4-205	GRM4
GRM4-201	GRM4
GRM4-209	GRM4
GRM4-206	GRM4
GRM4-203	GRM4
GRM4-210	GRM4
GRM4-211	GRM4
GRM4-204	GRM4
GRM4-202	GRM4
DLK2-204	DLK2
DLK2-202	DLK2
DLK2-203	DLK2
DLK2-201	DLK2
DDTL-202	DDTL
DDT-211	DDT
DDT-208	DDT
DDT-214	DDT
DDT-209	DDT
DDT-213	DDT
DDT-210	DDT
UBE2G2-202	UBE2G2
UBE2G2-209	UBE2G2
UBE2G2-201	UBE2G2
UBE2G2-205	UBE2G2
GATA5-201	GATA5
GYPB-207	GYPB
GYPB-202	GYPB
GYPB-213	GYPB
GYPB-205	GYPB
GYPB-206	GYPB
GYPB-212	GYPB
GYPB-204	GYPB
GYPB-201	GYPB
GYPB-216	GYPB
PADI6-201	PADI6
LUZP6-201	LUZP6
MTPN-201	MTPN
MTPN-202	MTPN
AGO1-202	AGO1
AGO1-201	AGO1
AGO1-203	AGO1
SETD6-202	SETD6
SETD6-203	SETD6
SETD6-201	SETD6
SETD6-206	SETD6
SETD6-207	SETD6
SETD6-205	SETD6
TERB2-201	TERB2
TERB2-203	TERB2
TERB2-202	TERB2
PRSS2-207	PRSS2
SPEM2-201	SPEM2
SPEM2-202	SPEM2
KRTAP5-3-203	KRTAP5-3
SPAG11A-204	SPAG11A
SPAG11A-205	SPAG11A
SPAG11A-201	SPAG11A
SPAG11A-203	SPAG11A
SPAG11A-208	SPAG11A
SPAG11A-207	SPAG11A
SPAG11A-206	SPAG11A
SPAG11A-202	SPAG11A
RGS13-201	RGS13
RGS13-204	RGS13
SPEM3-201	SPEM3
PTPN18-201	PTPN18
PTPN18-202	PTPN18
PTPN18-205	PTPN18
PTPN18-203	PTPN18
LRIT2-201	LRIT2
LRIT2-202	LRIT2
KRTAP5-4-206	KRTAP5-4
KRTAP5-4-205	KRTAP5-4
MND1-201	MND1
MND1-205	MND1
MND1-204	MND1
MND1-203	MND1
MND1-206	MND1
DSG4-201	DSG4
DSG4-202	DSG4
GLRA3-201	GLRA3
GLRA3-202	GLRA3
SPEM1-201	SPEM1
WSB2-201	WSB2
WSB2-202	WSB2
WSB2-210	WSB2
WSB2-203	WSB2
WSB2-209	WSB2
WSB2-206	WSB2
WSB2-211	WSB2
C15orf62-201	C15orf62
ZNF735-201	ZNF735
RDM1-203	RDM1
RDM1-204	RDM1
RDM1-207	RDM1
RDM1-210	RDM1
RDM1-208	RDM1
RDM1-211	RDM1
RDM1-214	RDM1
RDM1-201	RDM1
RDM1-212	RDM1
RDM1-213	RDM1
RDM1-205	RDM1
RDM1-206	RDM1
RDM1-209	RDM1
RDM1-202	RDM1
DNAJC17-201	DNAJC17
DNAJC17-204	DNAJC17
DNAJC17-208	DNAJC17
DNAJC17-206	DNAJC17
DNAJC17-209	DNAJC17
DNAJC17-205	DNAJC17
DNAJC17-212	DNAJC17
ZNF679-202	ZNF679
ZNF679-201	ZNF679
PRRT1-249	PRRT1
PRRT1-250	PRRT1
PRRT1-251	PRRT1
KRTAP5-5-204	KRTAP5-5
KRTAP5-5-203	KRTAP5-5
LRIT1-201	LRIT1
TMEM102-201	TMEM102
TMEM102-202	TMEM102
FGF11-204	FGF11
FGF11-201	FGF11
FGF11-202	FGF11
FGF11-205	FGF11
FGF11-203	FGF11
GTF2H2-236	GTF2H2
GTF2H2-227	GTF2H2
GTF2H2-228	GTF2H2
GTF2H2-239	GTF2H2
GTF2H2-240	GTF2H2
GTF2H2-233	GTF2H2
FAM126A-204	FAM126A
FAM126A-205	FAM126A
FAM126A-202	FAM126A
FAM126A-201	FAM126A
TGOLN2-202	TGOLN2
TGOLN2-203	TGOLN2
TGOLN2-205	TGOLN2
TGOLN2-204	TGOLN2
TGOLN2-206	TGOLN2
TGOLN2-201	TGOLN2
KIR2DL4-281	KIR2DL4
KIR2DL4-284	KIR2DL4
KIR2DL4-283	KIR2DL4
KIR2DL4-280	KIR2DL4
ZNF736-203	ZNF736
ZNF736-202	ZNF736
ZNF736-201	ZNF736
SEC63-201	SEC63
SEC63-202	SEC63
SEC63-203	SEC63
TRAF3IP1-202	TRAF3IP1
TRAF3IP1-201	TRAF3IP1
TRAF3IP1-203	TRAF3IP1
NTAN1-215	NTAN1
NTAN1-216	NTAN1
NTAN1-222	NTAN1
NTAN1-214	NTAN1
NTAN1-219	NTAN1
NTAN1-221	NTAN1
NTAN1-213	NTAN1
AGPAT1-222	AGPAT1
AGPAT1-220	AGPAT1
AGPAT1-221	AGPAT1
AGPAT1-218	AGPAT1
AGPAT1-219	AGPAT1
AGPAT1-217	AGPAT1
FOXO4-202	FOXO4
FOXO4-201	FOXO4
C6orf48-229	C6orf48
C6orf48-225	C6orf48
C6orf48-221	C6orf48
C6orf48-223	C6orf48
C6orf48-228	C6orf48
C6orf48-226	C6orf48
C6orf48-227	C6orf48
C6orf48-222	C6orf48
C6orf48-224	C6orf48
C6orf48-230	C6orf48
USP9Y-201	USP9Y
USP9Y-203	USP9Y
LENG9-204	LENG9
KRTCAP3-201	KRTCAP3
KRTCAP3-204	KRTCAP3
KRTCAP3-202	KRTCAP3
KRTCAP3-203	KRTCAP3
KRTCAP3-207	KRTCAP3
LENG8-219	LENG8
LENG8-216	LENG8
LENG8-218	LENG8
LENG8-217	LENG8
CBS-203	CBS
CBS-204	CBS
CBS-202	CBS
CBS-201	CBS
CBS-207	CBS
CBS-208	CBS
CBS-205	CBS
CBS-206	CBS
MANEA-202	MANEA
MANEA-201	MANEA
DSG1-201	DSG1
GYPA-202	GYPA
GYPA-201	GYPA
GYPA-205	GYPA
GYPA-208	GYPA
GYPA-209	GYPA
GYPA-204	GYPA
GYPA-203	GYPA
GYPA-212	GYPA
GYPA-211	GYPA
KLHL40-201	KLHL40
RFC5-203	RFC5
RFC5-208	RFC5
RFC5-206	RFC5
RFC5-202	RFC5
RFC5-204	RFC5
RFC5-201	RFC5
RFC5-207	RFC5
ZNF33A-208	ZNF33A
ZNF33A-203	ZNF33A
ZNF33A-204	ZNF33A
ZNF33A-205	ZNF33A
ZNF33A-201	ZNF33A
ZNF33A-202	ZNF33A
DHRS9-208	DHRS9
DHRS9-201	DHRS9
DHRS9-204	DHRS9
DHRS9-207	DHRS9
DHRS9-203	DHRS9
DHRS9-206	DHRS9
DHRS9-202	DHRS9
DHRS9-205	DHRS9
PMF1-BGLAP-203	PMF1-BGLAP
PMF1-BGLAP-202	PMF1-BGLAP
PMF1-BGLAP-204	PMF1-BGLAP
PMF1-BGLAP-201	PMF1-BGLAP
THAP9-206	THAP9
THAP9-205	THAP9
THAP9-201	THAP9
THAP9-204	THAP9
THAP9-202	THAP9
THAP9-203	THAP9
RPP21-230	RPP21
RPP21-231	RPP21
RPP21-233	RPP21
RPP21-232	RPP21
RPP21-239	RPP21
TCHHL1-201	TCHHL1
LAG3-202	LAG3
LAG3-201	LAG3
TCHH-201	TCHH
TCHH-202	TCHH
WDTC1-202	WDTC1
WDTC1-203	WDTC1
WDTC1-204	WDTC1
WDTC1-201	WDTC1
TMCO1-202	TMCO1
TMCO1-201	TMCO1
TMCO1-207	TMCO1
TMCO1-203	TMCO1
TMCO1-205	TMCO1
TMCO1-206	TMCO1
TMCO1-204	TMCO1
TMCO1-208	TMCO1
TMCO1-209	TMCO1
EIF4EBP2-201	EIF4EBP2
KIR2DS4-215	KIR2DS4
PGD-207	PGD
PGD-204	PGD
PGD-201	PGD
PGD-205	PGD
PGD-203	PGD
PGD-202	PGD
IFT172-201	IFT172
IFT172-217	IFT172
IFT172-204	IFT172
IFT172-206	IFT172
IFT172-205	IFT172
IFT172-202	IFT172
IFT172-203	IFT172
KIR2DL1-233	KIR2DL1
KIR2DL1-234	KIR2DL1
KRTAP5-6-202	KRTAP5-6
SCGB1C2-201	SCGB1C2
PMS2-201	PMS2
PMS2-203	PMS2
PMS2-206	PMS2
FZD3-203	FZD3
FZD3-201	FZD3
FZD3-204	FZD3
NODAL-201	NODAL
NODAL-202	NODAL
PMF1-203	PMF1
PMF1-204	PMF1
PMF1-201	PMF1
PMF1-202	PMF1
PMF1-205	PMF1
CXorf65-202	CXorf65
CXorf65-201	CXorf65
CRNN-201	CRNN
ZNF786-201	ZNF786
ZNF786-202	ZNF786
TINAG-203	TINAG
TINAG-201	TINAG
TINAG-202	TINAG
GOLGA8G-203	GOLGA8G
RPTN-201	RPTN
BST2-201	BST2
FLG2-201	FLG2
KCNJ4-201	KCNJ4
ALLC-201	ALLC
HRNR-201	HRNR
KIR3DL1-230	KIR3DL1
KIR3DL1-231	KIR3DL1
FLG-201	FLG
CCDC194-202	CCDC194
PCSK2-202	PCSK2
PCSK2-201	PCSK2
PCSK2-205	PCSK2
ARHGEF39-205	ARHGEF39
ARHGEF39-203	ARHGEF39
ARHGEF39-201	ARHGEF39
AURKA-203	AURKA
AURKA-202	AURKA
AURKA-205	AURKA
AURKA-201	AURKA
AURKA-208	AURKA
AURKA-206	AURKA
AURKA-204	AURKA
AURKA-211	AURKA
AURKA-209	AURKA
AURKA-210	AURKA
AURKA-213	AURKA
AURKA-212	AURKA
AURKA-207	AURKA
DCDC2C-201	DCDC2C
BGLAP-201	BGLAP
GPR12-202	GPR12
GPR12-201	GPR12
DDX17-202	DDX17
DDX17-203	DDX17
DDX17-207	DDX17
DDX17-211	DDX17
DDX17-212	DDX17
FMO1-208	FMO1
FMO1-202	FMO1
FMO1-205	FMO1
FMO1-201	FMO1
FMO1-203	FMO1
OXSR1-203	OXSR1
OXSR1-201	OXSR1
OXSR1-202	OXSR1
CCDC141-201	CCDC141
CCDC141-203	CCDC141
CCDC141-204	CCDC141
CCDC141-202	CCDC141
EBF2-203	EBF2
EBF2-201	EBF2
EBF2-204	EBF2
PAQR6-201	PAQR6
PAQR6-202	PAQR6
PAQR6-203	PAQR6
PAQR6-205	PAQR6
PAQR6-215	PAQR6
PAQR6-214	PAQR6
PAQR6-204	PAQR6
PAQR6-212	PAQR6
PAQR6-213	PAQR6
TRRAP-203	TRRAP
TRRAP-202	TRRAP
TRRAP-201	TRRAP
TRRAP-204	TRRAP
TRRAP-205	TRRAP
TRRAP-207	TRRAP
NPR1-202	NPR1
DOC2B-203	DOC2B
HECW1-201	HECW1
HECW1-203	HECW1
HECW1-202	HECW1
UCK2-201	UCK2
UCK2-205	UCK2
UCK2-206	UCK2
ASAH2B-202	ASAH2B
ASAH2B-201	ASAH2B
TOP3B-201	TOP3B
TOP3B-214	TOP3B
TOP3B-213	TOP3B
TOP3B-202	TOP3B
TOP3B-210	TOP3B
TOP3B-206	TOP3B
TOP3B-203	TOP3B
TOP3B-208	TOP3B
TOP3B-204	TOP3B
TOP3B-212	TOP3B
TOP3B-211	TOP3B
TOP3B-209	TOP3B
TOP3B-207	TOP3B
TOP3B-205	TOP3B
RIPK2-201	RIPK2
RIPK2-204	RIPK2
RIPK2-202	RIPK2
CA9-201	CA9
CA9-204	CA9
DEFB103A-201	DEFB103A
ADAM29-206	ADAM29
ADAM29-205	ADAM29
ADAM29-204	ADAM29
ADAM29-202	ADAM29
ADAM29-211	ADAM29
ADAM29-213	ADAM29
ADAM29-201	ADAM29
ADAM29-203	ADAM29
ADAM29-214	ADAM29
A1CF-205	A1CF
A1CF-202	A1CF
A1CF-204	A1CF
A1CF-203	A1CF
A1CF-208	A1CF
A1CF-206	A1CF
A1CF-201	A1CF
A1CF-207	A1CF
PKN2-201	PKN2
PKN2-203	PKN2
PKN2-204	PKN2
PKN2-205	PKN2
PKN2-202	PKN2
CDC42EP5-209	CDC42EP5
KISS1R-202	KISS1R
KISS1R-201	KISS1R
KISS1R-203	KISS1R
AP004243.1-201	MS4A18
AP004243.1-202	MS4A18
TTN-202	TTN
TTN-212	TTN
TTN-214	TTN
TTN-215	TTN
TTN-203	TTN
TTN-201	TTN
TTN-206	TTN
TTN-208	TTN
TTN-210	TTN
TTN-207	TTN
TTN-211	TTN
TTN-204	TTN
TTN-217	TTN
TTN-209	TTN
TTN-205	TTN
TTN-216	TTN
GSTTP1-207	GSTT4
GSTTP1-206	GSTT4
ANKRD12-209	ANKRD12
ANKRD12-201	ANKRD12
ANKRD12-206	ANKRD12
ANKRD12-207	ANKRD12
ANKRD12-203	ANKRD12
ANKRD12-205	ANKRD12
ANKRD12-202	ANKRD12
MTMR12-202	MTMR12
MTMR12-203	MTMR12
MTMR12-201	MTMR12
MTMR12-205	MTMR12
MTMR12-207	MTMR12
RGR-202	RGR
RGR-201	RGR
RNF4-204	RNF4
RNF4-205	RNF4
RNF4-201	RNF4
RNF4-202	RNF4
RNF4-208	RNF4
RNF4-212	RNF4
RNF4-218	RNF4
RNF4-220	RNF4
RNF4-216	RNF4
RNF4-207	RNF4
RNF4-214	RNF4
RNF4-219	RNF4
RNF4-210	RNF4
RNF4-222	RNF4
SMS-202	SMS
SMS-201	SMS
SMS-203	SMS
DEFB4A-201	DEFB4A
FUBP1-201	FUBP1
FUBP1-203	FUBP1
FUBP1-202	FUBP1
FUBP1-204	FUBP1
CCDC107-203	CCDC107
CCDC107-202	CCDC107
CCDC107-206	CCDC107
CCDC107-201	CCDC107
CCDC107-205	CCDC107
CCDC107-204	CCDC107
RFXAP-201	RFXAP
MANBAL-202	MANBAL
MANBAL-203	MANBAL
MANBAL-205	MANBAL
MANBAL-201	MANBAL
MANBAL-204	MANBAL
OTUD4-202	OTUD4
OTUD4-201	OTUD4
OTUD4-210	OTUD4
OTUD4-208	OTUD4
OTUD4-205	OTUD4
FOSL2-202	FOSL2
FOSL2-201	FOSL2
FOSL2-203	FOSL2
CDK6-201	CDK6
CDK6-202	CDK6
EGFL8-227	EGFL8
EGFL8-225	EGFL8
EGFL8-226	EGFL8
LAIR2-213	LAIR2
LAIR2-214	LAIR2
LAIR2-216	LAIR2
LAIR2-215	LAIR2
PALD1-201	PALD1
KDELR3-201	KDELR3
KDELR3-202	KDELR3
CEACAM4-205	CEACAM4
CEACAM4-204	CEACAM4
DDAH2-255	DDAH2
DDAH2-252	DDAH2
DDAH2-251	DDAH2
DDAH2-254	DDAH2
DDAH2-256	DDAH2
DDAH2-253	DDAH2
SF3B3-201	SF3B3
SF3B3-207	SF3B3
SF3B3-215	SF3B3
SF3B3-210	SF3B3
SF3B3-205	SF3B3
SF3B3-213	SF3B3
SF3B3-209	SF3B3
RYK-206	RYK
RYK-201	RYK
RYK-209	RYK
RYK-207	RYK
RYK-208	RYK
XYLT1-201	XYLT1
LYPLA2-205	LYPLA2
LYPLA2-206	LYPLA2
LYPLA2-204	LYPLA2
LYPLA2-203	LYPLA2
LYPLA2-202	LYPLA2
LYPLA2-207	LYPLA2
LYPLA2-201	LYPLA2
FKBP9-201	FKBP9
FKBP9-202	FKBP9
FKBP9-214	FKBP9
FKBP9-212	FKBP9
SMAD9-203	SMAD9
SMAD9-201	SMAD9
SMAD9-202	SMAD9
BCL11A-202	BCL11A
BCL11A-204	BCL11A
BCL11A-209	BCL11A
BCL11A-207	BCL11A
BCL11A-211	BCL11A
BCL11A-201	BCL11A
BCL11A-203	BCL11A
BCL11A-205	BCL11A
ZNRD1-201	ZNRD1
ZNRD1-203	ZNRD1
ZNRD1-202	ZNRD1
ZNRD1-204	ZNRD1
CEACAM21-208	CEACAM21
CEACAM21-209	CEACAM21
CEACAM21-212	CEACAM21
CEACAM21-213	CEACAM21
ZNF705B-201	ZNF705B
NDUFV2-208	NDUFV2
NDUFV2-201	NDUFV2
NDUFV2-207	NDUFV2
NDUFV2-202	NDUFV2
STXBP6-202	STXBP6
STXBP6-201	STXBP6
STXBP6-203	STXBP6
STXBP6-204	STXBP6
STXBP6-207	STXBP6
STXBP6-206	STXBP6
STXBP6-205	STXBP6
CDC42EP5-207	CDC42EP5
CDC42EP5-208	CDC42EP5
PRSS1-204	PRSS1
PRSS1-201	PRSS1
PRSS1-205	PRSS1
PRSS1-207	PRSS1
BEX2-202	BEX2
BEX2-201	BEX2
BEX2-203	BEX2
BEX2-204	BEX2
CHST12-201	CHST12
CHST12-203	CHST12
CHST12-204	CHST12
EPHA2-201	EPHA2
LAIR2-205	LAIR2
LAIR2-206	LAIR2
LAIR2-207	LAIR2
LAIR2-208	LAIR2
CLUH-202	CLUH
CLUH-211	CLUH
CLUH-210	CLUH
CLUH-206	CLUH
CLUH-214	CLUH
CLUH-213	CLUH
CLUH-204	CLUH
CLUH-201	CLUH
PPM1F-201	PPM1F
PPM1F-203	PPM1F
PPM1F-202	PPM1F
PPM1F-205	PPM1F
PPM1F-204	PPM1F
XPO7-201	XPO7
XPO7-208	XPO7
XPO7-202	XPO7
XPO7-203	XPO7
CTTNBP2-201	CTTNBP2
CTTNBP2-208	CTTNBP2
CTTNBP2-206	CTTNBP2
CTTNBP2-207	CTTNBP2
CTTNBP2-205	CTTNBP2
CTTNBP2-203	CTTNBP2
CTTNBP2-204	CTTNBP2
CTTNBP2-209	CTTNBP2
CTTNBP2-202	CTTNBP2
SAMD9-201	SAMD9
SAMD9-202	SAMD9
SAMD9-203	SAMD9
CACNG3-201	CACNG3
SLC35E3-202	SLC35E3
SLC35E3-204	SLC35E3
TCEAL7-201	TCEAL7
TCEAL7-202	TCEAL7
INHA-201	INHA
ATAT1-201	ATAT1
ATAT1-206	ATAT1
ATAT1-202	ATAT1
ATAT1-205	ATAT1
ATAT1-203	ATAT1
ATAT1-204	ATAT1
NDNF-201	NDNF
NDNF-204	NDNF
NDNF-203	NDNF
GRM7-207	GRM7
GRM7-209	GRM7
GRM7-213	GRM7
GRM7-201	GRM7
GRM7-215	GRM7
GRM7-206	GRM7
GRM7-203	GRM7
GRM7-202	GRM7
GRM7-205	GRM7
GRM7-208	GRM7
GRM7-204	GRM7
OBSL1-204	OBSL1
OBSL1-203	OBSL1
OBSL1-214	OBSL1
OBSL1-215	OBSL1
OBSL1-205	OBSL1
OBSL1-202	OBSL1
OBSL1-201	OBSL1
MAN2B2-201	MAN2B2
MAN2B2-202	MAN2B2
MAN2B2-204	MAN2B2
RGS2-201	RGS2
RHEB-201	RHEB
RHEB-204	RHEB
RHEB-205	RHEB
RHEB-207	RHEB
RHEB-203	RHEB
NAB2-201	NAB2
NAB2-202	NAB2
N4BP2L2-211	N4BP2L2
N4BP2L2-205	N4BP2L2
N4BP2L2-212	N4BP2L2
N4BP2L2-201	N4BP2L2
N4BP2L2-202	N4BP2L2
N4BP2L2-204	N4BP2L2
LRRC43-203	LRRC43
LRRC43-201	LRRC43
PRSS2-201	PRSS2
PRSS2-206	PRSS2
PRSS2-204	PRSS2
PRSS2-205	PRSS2
ZNRF3-203	ZNRF3
ZNRF3-201	ZNRF3
ZNRF3-202	ZNRF3
MTERF2-202	MTERF2
MTERF2-201	MTERF2
MTERF2-207	MTERF2
MTERF2-204	MTERF2
MTERF2-206	MTERF2
MTERF2-205	MTERF2
FBLN1-205	FBLN1
FBLN1-209	FBLN1
FBLN1-213	FBLN1
FBLN1-204	FBLN1
FBLN1-201	FBLN1
FBLN1-202	FBLN1
FBLN1-208	FBLN1
FBLN1-203	FBLN1
FBLN1-207	FBLN1
FBLN1-212	FBLN1
FBLN1-211	FBLN1
FBLN1-206	FBLN1
FBLN1-214	FBLN1
EVA1C-201	EVA1C
EVA1C-205	EVA1C
EVA1C-206	EVA1C
EVA1C-207	EVA1C
EVA1C-203	EVA1C
EVA1C-202	EVA1C
EVA1C-204	EVA1C
OR4F29-201	OR4F29
ELOVL7-205	ELOVL7
ELOVL7-203	ELOVL7
ELOVL7-202	ELOVL7
ELOVL7-206	ELOVL7
ELOVL7-204	ELOVL7
ELOVL7-207	ELOVL7
ELOVL7-201	ELOVL7
HLA-F-232	HLA-F
HLA-F-234	HLA-F
HLA-F-233	HLA-F
HLA-F-231	HLA-F
HLA-F-236	HLA-F
HLA-F-235	HLA-F
HLA-F-245	HLA-F
TMEM263-204	TMEM263
TMEM263-201	TMEM263
TMEM263-203	TMEM263
TMEM263-208	TMEM263
TMEM263-206	TMEM263
TMEM263-202	TMEM263
TMEM263-209	TMEM263
GYG2-205	GYG2
GYG2-204	GYG2
GYG2-208	GYG2
GYG2-201	GYG2
GYG2-202	GYG2
GYG2-209	GYG2
IL31-201	IL31
CLIC1-212	CLIC1
CLIC1-211	CLIC1
CLIC1-213	CLIC1
CLIC1-214	CLIC1
CLIC1-215	CLIC1
PRF1-203	PRF1
PRF1-201	PRF1
PRF1-202	PRF1
PDLIM2-215	PDLIM2
PDLIM2-202	PDLIM2
PDLIM2-214	PDLIM2
PDLIM2-204	PDLIM2
PDLIM2-205	PDLIM2
PDLIM2-219	PDLIM2
PDLIM2-211	PDLIM2
PDLIM2-209	PDLIM2
PDLIM2-210	PDLIM2
PDLIM2-206	PDLIM2
PDLIM2-201	PDLIM2
PDLIM2-207	PDLIM2
PDLIM2-208	PDLIM2
PDLIM2-213	PDLIM2
PDLIM2-216	PDLIM2
PDLIM2-218	PDLIM2
PDLIM2-212	PDLIM2
PDLIM2-203	PDLIM2
PDLIM2-221	PDLIM2
CLPP-201	CLPP
CLPP-206	CLPP
CLPP-204	CLPP
CLPP-205	CLPP
TMEM52B-203	TMEM52B
TMEM52B-201	TMEM52B
TMEM52B-204	TMEM52B
STAT6-201	STAT6
STAT6-204	STAT6
STAT6-205	STAT6
STAT6-220	STAT6
STAT6-203	STAT6
STAT6-202	STAT6
STAT6-212	STAT6
STAT6-216	STAT6
STAT6-209	STAT6
STAT6-219	STAT6
STAT6-221	STAT6
STAT6-208	STAT6
STAT6-207	STAT6
STAT6-214	STAT6
STAT6-211	STAT6
STAT6-223	STAT6
STAT6-206	STAT6
STAT6-225	STAT6
HLA-A-204	HLA-A
HLA-A-202	HLA-A
HLA-A-201	HLA-A
HLA-A-203	HLA-A
HLA-A-209	HLA-A
GATD1-204	GATD1
GATD1-208	GATD1
GATD1-203	GATD1
GATD1-201	GATD1
GATD1-202	GATD1
GATD1-207	GATD1
GATD1-206	GATD1
GATD1-205	GATD1
GATD1-216	GATD1
CLEC4G-201	CLEC4G
CLEC4G-203	CLEC4G
BLOC1S5-TXNDC5-201	BLOC1S5-TXNDC5
SUV39H1-202	SUV39H1
SUV39H1-201	SUV39H1
AJUBA-201	AJUBA
AJUBA-203	AJUBA
AJUBA-204	AJUBA
AJUBA-208	AJUBA
AJUBA-206	AJUBA
AJUBA-205	AJUBA
AJUBA-202	AJUBA
CHMP7-202	CHMP7
CHMP7-204	CHMP7
CHMP7-203	CHMP7
CHMP7-207	CHMP7
CHMP7-205	CHMP7
CHMP7-201	CHMP7
ZNF662-204	ZNF662
ZNF662-201	ZNF662
ZNF662-202	ZNF662
EEF1E1-BLOC1S5-201	EEF1E1-BLOC1S5
BLOC1S5-202	BLOC1S5
BLOC1S5-201	BLOC1S5
BLOC1S5-206	BLOC1S5
BLOC1S5-205	BLOC1S5
OLR1-201	OLR1
OLR1-210	OLR1
OLR1-209	OLR1
OLR1-211	OLR1
OLR1-203	OLR1
OLR1-207	OLR1
OLR1-205	OLR1
OLR1-202	OLR1
OLR1-206	OLR1
OLR1-208	OLR1
ASB1-201	ASB1
ASB1-202	ASB1
ASB1-203	ASB1
HSD17B12-201	HSD17B12
HSD17B12-205	HSD17B12
HSD17B12-206	HSD17B12
HSD17B12-211	HSD17B12
HSD17B12-202	HSD17B12
HSD17B12-212	HSD17B12
HSD17B12-213	HSD17B12
HSD17B12-214	HSD17B12
PRKAB2-201	PRKAB2
CFAP99-207	CFAP99
CFAP99-202	CFAP99
CFAP99-206	CFAP99
SRGAP1-201	SRGAP1
SRGAP1-206	SRGAP1
SRGAP1-207	SRGAP1
ASCC2-201	ASCC2
ASCC2-209	ASCC2
ASCC2-202	ASCC2
ASCC2-203	ASCC2
ASCC2-206	ASCC2
ASCC2-205	ASCC2
ASCC2-207	ASCC2
ASCC2-208	ASCC2
ASCC2-223	ASCC2
N4BP2L1-204	N4BP2L1
N4BP2L1-212	N4BP2L1
N4BP2L1-205	N4BP2L1
N4BP2L1-211	N4BP2L1
N4BP2L1-203	N4BP2L1
N4BP2L1-208	N4BP2L1
N4BP2L1-201	N4BP2L1
N4BP2L1-206	N4BP2L1
N4BP2L1-210	N4BP2L1
N4BP2L1-202	N4BP2L1
N4BP2L1-209	N4BP2L1
FAM198A-201	GASK1A
FAM198A-204	GASK1A
FAM198A-202	GASK1A
CFTR-204	CFTR
CFTR-201	CFTR
CFTR-202	CFTR
CFTR-205	CFTR
CFTR-208	CFTR
FAM193A-211	FAM193A
FAM193A-202	FAM193A
FAM193A-207	FAM193A
FAM193A-201	FAM193A
FAM193A-203	FAM193A
FAM193A-209	FAM193A
FAM193A-204	FAM193A
FAM193A-208	FAM193A
FAM193A-210	FAM193A
TFEB-207	TFEB
TFEB-202	TFEB
TFEB-201	TFEB
TFEB-203	TFEB
TFEB-204	TFEB
TFEB-205	TFEB
TFEB-209	TFEB
TFEB-208	TFEB
TFEB-210	TFEB
TFEB-212	TFEB
TFEB-215	TFEB
TFEB-213	TFEB
TFEB-216	TFEB
TFEB-214	TFEB
TFEB-206	TFEB
TFEB-211	TFEB
EEF1E1-202	EEF1E1
EEF1E1-204	EEF1E1
EEF1E1-201	EEF1E1
EEF1E1-205	EEF1E1
EEF1E1-206	EEF1E1
EEF1E1-203	EEF1E1
TFPT-215	TFPT
TFPT-213	TFPT
TFPT-212	TFPT
TFPT-216	TFPT
TFPT-214	TFPT
CHD2-208	CHD2
CHD2-201	CHD2
CHD2-212	CHD2
CHD2-218	CHD2
CHD2-215	CHD2
CHD2-202	CHD2
CHD2-206	CHD2
CHD2-207	CHD2
CHD2-228	CHD2
CHD2-226	CHD2
CHD2-203	CHD2
CHD2-219	CHD2
CHD2-204	CHD2
CHD2-229	CHD2
CHD2-205	CHD2
CHD2-216	CHD2
CHD2-211	CHD2
CRISPLD2-201	CRISPLD2
CRISPLD2-205	CRISPLD2
CRISPLD2-209	CRISPLD2
CRISPLD2-203	CRISPLD2
CRISPLD2-210	CRISPLD2
CRISPLD2-202	CRISPLD2
CRISPLD2-208	CRISPLD2
CRISPLD2-206	CRISPLD2
ZNF70-201	ZNF70
HIGD1A-201	HIGD1A
HIGD1A-202	HIGD1A
HIGD1A-203	HIGD1A
HIGD1A-204	HIGD1A
EXTL3-213	EXTL3
EXTL3-201	EXTL3
EXTL3-210	EXTL3
EXTL3-211	EXTL3
EXTL3-209	EXTL3
EXTL3-203	EXTL3
VPREB3-202	VPREB3
VPREB3-201	VPREB3
NPPB-201	NPPB
CCDC34-202	CCDC34
CCDC34-201	CCDC34
TXNDC5-201	TXNDC5
TXNDC5-204	TXNDC5
DUSP13-206	DUSP13
DUSP13-203	DUSP13
DUSP13-205	DUSP13
DUSP13-212	DUSP13
DUSP13-208	DUSP13
DUSP13-201	DUSP13
